quiz_id,course_id,type,title,n,time_limit_sec,version,published,visibility,publish_at,unpublish_at,notes
RM_MID-L-I1,RM_MID,INSTANT,Midwifery Revision | NMC Fast Track | Self-Paced | Set 1,180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RM_MID-L-I2,RM_MID,INSTANT,Midwifery Revision | NMC Fast Track | Self-Paced | Set 2,180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RM_MID-L-I3,RM_MID,INSTANT,Midwifery Revision | NMC Fast Track | Self-Paced | Set 3,180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RM_MID-L-I4,RM_MID,INSTANT,Midwifery Revision | NMC Fast Track | Self-Paced | Set 4,180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RM_MID-L-I5,RM_MID,INSTANT,Midwifery Revision | NMC Fast Track | Self-Paced | Set 5,180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
RM_PED_OBS_HRN-L-T1,RM_PED_OBS_HRN,TIMED,"Paediatric, Obstetric Anatomy, & High-Risk Neonates Revision | NMC Fast Track Mock | Set 1",180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RM_PED_OBS_HRN-L-T2,RM_PED_OBS_HRN,TIMED,"Paediatric, Obstetric Anatomy, & High-Risk Neonates Revision | NMC Fast Track Mock | Set 2",180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RM_PED_OBS_HRN-L-T3,RM_PED_OBS_HRN,TIMED,"Paediatric, Obstetric Anatomy, & High-Risk Neonates Revision | NMC Fast Track Mock | Set 3",180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RM_PED_OBS_HRN-L-T4,RM_PED_OBS_HRN,TIMED,"Paediatric, Obstetric Anatomy, & High-Risk Neonates Revision | NMC Fast Track Mock | Set 4",180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RM_PED_OBS_HRN-L-T5,RM_PED_OBS_HRN,TIMED,"Paediatric, Obstetric Anatomy, & High-Risk Neonates Revision | NMC Fast Track Mock | Set 5",180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
,,,,,,,,,,,
RM_PED_OBS_HRN-L-I1,RM_PED_OBS_HRN,INSTANT,"Paediatric, Obstetric Anatomy, & High-Risk Neonates Revision | NMC Fast Track | Self-Paced | Set 1",180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RM_PED_OBS_HRN-L-I2,RM_PED_OBS_HRN,INSTANT,"Paediatric, Obstetric Anatomy, & High-Risk Neonates Revision | NMC Fast Track | Self-Paced | Set 2",180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RM_PED_OBS_HRN-L-I3,RM_PED_OBS_HRN,INSTANT,"Paediatric, Obstetric Anatomy, & High-Risk Neonates Revision | NMC Fast Track | Self-Paced | Set 3",180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RM_PED_OBS_HRN-L-I4,RM_PED_OBS_HRN,INSTANT,"Paediatric, Obstetric Anatomy, & High-Risk Neonates Revision | NMC Fast Track | Self-Paced | Set 4",180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RM_PED_OBS_HRN-L-I5,RM_PED_OBS_HRN,INSTANT,"Paediatric, Obstetric Anatomy, & High-Risk Neonates Revision | NMC Fast Track | Self-Paced | Set 5",180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
RPHN_PPHN-L-T1,RPHN_PPHN,TIMED,Principles of Public Health Nursing Revision | NMC Fast Track Mock | Set 1,180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RPHN_PPHN-L-T2,RPHN_PPHN,TIMED,Principles of Public Health Nursing Revision | NMC Fast Track Mock | Set 2,180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RPHN_PPHN-L-T3,RPHN_PPHN,TIMED,Principles of Public Health Nursing Revision | NMC Fast Track Mock | Set 3,180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RPHN_PPHN-L-T4,RPHN_PPHN,TIMED,Principles of Public Health Nursing Revision | NMC Fast Track Mock | Set 4,180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RPHN_PPHN-L-T5,RPHN_PPHN,TIMED,Principles of Public Health Nursing Revision | NMC Fast Track Mock | Set 5,180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
,,,,,,,,,,,
RPHN_PPHN-L-I1,RPHN_PPHN,INSTANT,Principles of Public Health Nursing Revision | NMC Fast Track | Self-Paced | Set 1,180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RPHN_PPHN-L-I2,RPHN_PPHN,INSTANT,Principles of Public Health Nursing Revision | NMC Fast Track | Self-Paced | Set 2,180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RPHN_PPHN-L-I3,RPHN_PPHN,INSTANT,Principles of Public Health Nursing Revision | NMC Fast Track | Self-Paced | Set 3,180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RPHN_PPHN-L-I4,RPHN_PPHN,INSTANT,Principles of Public Health Nursing Revision | NMC Fast Track | Self-Paced | Set 4,180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RPHN_PPHN-L-I5,RPHN_PPHN,INSTANT,Principles of Public Health Nursing Revision | NMC Fast Track | Self-Paced | Set 5,180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
RPHN_DISEASE_CTRL-L-T1,RPHN_DISEASE_CTRL,TIMED,Principles of Disease Management & Control  Revision | NMC Fast Track Mock | Set 1,180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RPHN_DISEASE_CTRL-L-T2,RPHN_DISEASE_CTRL,TIMED,Principles of Disease Management & Control  Revision | NMC Fast Track Mock | Set 2,180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RPHN_DISEASE_CTRL-L-T3,RPHN_DISEASE_CTRL,TIMED,Principles of Disease Management & Control  Revision | NMC Fast Track Mock | Set 3,180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RPHN_DISEASE_CTRL-L-T4,RPHN_DISEASE_CTRL,TIMED,Principles of Disease Management & Control  Revision | NMC Fast Track Mock | Set 4,180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RPHN_DISEASE_CTRL-L-T5,RPHN_DISEASE_CTRL,TIMED,Principles of Disease Management & Control  Revision | NMC Fast Track Mock | Set 5,180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
,,,,,,,,,,,
RPHN_DISEASE_CTRL-L-I1,RPHN_DISEASE_CTRL,INSTANT,Principles of Disease Management & Control  Revision | NMC Fast Track | Self-Paced | Set 1,180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RPHN_DISEASE_CTRL-L-I2,RPHN_DISEASE_CTRL,INSTANT,Principles of Disease Management & Control  Revision | NMC Fast Track | Self-Paced | Set 2,180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RPHN_DISEASE_CTRL-L-I3,RPHN_DISEASE_CTRL,INSTANT,Principles of Disease Management & Control  Revision | NMC Fast Track | Self-Paced | Set 3,180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RPHN_DISEASE_CTRL-L-I4,RPHN_DISEASE_CTRL,INSTANT,Principles of Disease Management & Control  Revision | NMC Fast Track | Self-Paced | Set 4,180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RPHN_DISEASE_CTRL-L-I5,RPHN_DISEASE_CTRL,INSTANT,Principles of Disease Management & Control  Revision | NMC Fast Track | Self-Paced | Set 5,180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
RMHN_PSYCH_NURS-L-T1,RMHN_PSYCH_NURS,TIMED,Principles & Practice of Psychiatric Nursing Revision | NMC Fast Track Mock | Set 1,180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RMHN_PSYCH_NURS-L-T2,RMHN_PSYCH_NURS,TIMED,Principles & Practice of Psychiatric Nursing Revision | NMC Fast Track Mock | Set 2,180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RMHN_PSYCH_NURS-L-T3,RMHN_PSYCH_NURS,TIMED,Principles & Practice of Psychiatric Nursing Revision | NMC Fast Track Mock | Set 3,180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RMHN_PSYCH_NURS-L-T4,RMHN_PSYCH_NURS,TIMED,Principles & Practice of Psychiatric Nursing Revision | NMC Fast Track Mock | Set 4,180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RMHN_PSYCH_NURS-L-T5,RMHN_PSYCH_NURS,TIMED,Principles & Practice of Psychiatric Nursing Revision | NMC Fast Track Mock | Set 5,180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
,,,,,,,,,,,
RMHN_PSYCH_NURS-L-I1,RMHN_PSYCH_NURS,INSTANT,Principles & Practice of Psychiatric Nursing Revision | NMC Fast Track | Self-Paced | Set 1,180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RMHN_PSYCH_NURS-L-I2,RMHN_PSYCH_NURS,INSTANT,Principles & Practice of Psychiatric Nursing Revision | NMC Fast Track | Self-Paced | Set 2,180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RMHN_PSYCH_NURS-L-I3,RMHN_PSYCH_NURS,INSTANT,Principles & Practice of Psychiatric Nursing Revision | NMC Fast Track | Self-Paced | Set 3,180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RMHN_PSYCH_NURS-L-I4,RMHN_PSYCH_NURS,INSTANT,Principles & Practice of Psychiatric Nursing Revision | NMC Fast Track | Self-Paced | Set 4,180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RMHN_PSYCH_NURS-L-I5,RMHN_PSYCH_NURS,INSTANT,Principles & Practice of Psychiatric Nursing Revision | NMC Fast Track | Self-Paced | Set 5,180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
RMHN_PSYCH_PPHARM-L-T1,RMHN_PSYCH_PPHARM,TIMED,"Psychiatry, Psychopathology & Psychopharmacology Revision | NMC Fast Track Mock | Set 1",180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RMHN_PSYCH_PPHARM-L-T2,RMHN_PSYCH_PPHARM,TIMED,"Psychiatry, Psychopathology & Psychopharmacology Revision | NMC Fast Track Mock | Set 2",180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RMHN_PSYCH_PPHARM-L-T3,RMHN_PSYCH_PPHARM,TIMED,"Psychiatry, Psychopathology & Psychopharmacology Revision | NMC Fast Track Mock | Set 3",180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RMHN_PSYCH_PPHARM-L-T4,RMHN_PSYCH_PPHARM,TIMED,"Psychiatry, Psychopathology & Psychopharmacology Revision | NMC Fast Track Mock | Set 4",180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RMHN_PSYCH_PPHARM-L-T5,RMHN_PSYCH_PPHARM,TIMED,"Psychiatry, Psychopathology & Psychopharmacology Revision | NMC Fast Track Mock | Set 5",180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
,,,,,,,,,,,
RMHN_PSYCH_PPHARM-L-I1,RMHN_PSYCH_PPHARM,INSTANT,"Psychiatry, Psychopathology & Psychopharmacology Revision | NMC Fast Track | Self-Paced | Set 1",180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RMHN_PSYCH_PPHARM-L-I2,RMHN_PSYCH_PPHARM,INSTANT,"Psychiatry, Psychopathology & Psychopharmacology Revision | NMC Fast Track | Self-Paced | Set 2",180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RMHN_PSYCH_PPHARM-L-I3,RMHN_PSYCH_PPHARM,INSTANT,"Psychiatry, Psychopathology & Psychopharmacology Revision | NMC Fast Track | Self-Paced | Set 3",180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RMHN_PSYCH_PPHARM-L-I4,RMHN_PSYCH_PPHARM,INSTANT,"Psychiatry, Psychopathology & Psychopharmacology Revision | NMC Fast Track | Self-Paced | Set 4",180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
RMHN_PSYCH_PPHARM-L-I5,RMHN_PSYCH_PPHARM,INSTANT,"Psychiatry, Psychopathology & Psychopharmacology Revision | NMC Fast Track | Self-Paced | Set 5",180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
NAC_BASIC_CLIN-L-T1,NAC_BASIC_CLIN,TIMED,Basic Clinical Nursing Revision | NMC Fast Track Mock | Set 1,180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
NAC_BASIC_CLIN-L-T2,NAC_BASIC_CLIN,TIMED,Basic Clinical Nursing Revision | NMC Fast Track Mock | Set 2,180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
NAC_BASIC_CLIN-L-T3,NAC_BASIC_CLIN,TIMED,Basic Clinical Nursing Revision | NMC Fast Track Mock | Set 3,180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
NAC_BASIC_CLIN-L-T4,NAC_BASIC_CLIN,TIMED,Basic Clinical Nursing Revision | NMC Fast Track Mock | Set 4,180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
NAC_BASIC_CLIN-L-T5,NAC_BASIC_CLIN,TIMED,Basic Clinical Nursing Revision | NMC Fast Track Mock | Set 5,180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
,,,,,,,,,,,
NAC_BASIC_CLIN-L-I1,NAC_BASIC_CLIN,INSTANT,Basic Clinical Nursing Revision |NMC Fast Track | Self-Paced | Set 1,180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
NAC_BASIC_CLIN-L-I2,NAC_BASIC_CLIN,INSTANT,Basic Clinical Nursing Revision |NMC Fast Track | Self-Paced | Set 2,180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
NAC_BASIC_CLIN-L-I3,NAC_BASIC_CLIN,INSTANT,Basic Clinical Nursing Revision |NMC Fast Track | Self-Paced | Set 3,180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
NAC_BASIC_CLIN-L-I4,NAC_BASIC_CLIN,INSTANT,Basic Clinical Nursing Revision |NMC Fast Track | Self-Paced | Set 4,180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
NAC_BASIC_CLIN-L-I5,NAC_BASIC_CLIN,INSTANT,Basic Clinical Nursing Revision |NMC Fast Track | Self-Paced | Set 5,180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
NAC_BASIC_PREV-L-T1,NAC_BASIC_PREV,TIMED,Basic Preventive Nursing Revision | NMC Fast Track Mock | Set 1,180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
NAC_BASIC_PREV-L-T2,NAC_BASIC_PREV,TIMED,Basic Preventive Nursing Revision | NMC Fast Track Mock | Set 2,180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
NAC_BASIC_PREV-L-T3,NAC_BASIC_PREV,TIMED,Basic Preventive Nursing Revision | NMC Fast Track Mock | Set 3,180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
NAC_BASIC_PREV-L-T4,NAC_BASIC_PREV,TIMED,Basic Preventive Nursing Revision | NMC Fast Track Mock | Set 4,180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
NAC_BASIC_PREV-L-T5,NAC_BASIC_PREV,TIMED,Basic Preventive Nursing Revision | NMC Fast Track Mock | Set 5,180,10800,1,FALSE,hidden,2026-01-01T00:00:00Z,,
,,,,,,,,,,,
NAC_BASIC_PREV-L-I1,NAC_BASIC_PREV,INSTANT,Basic Preventive Nursing Revision | NMC Fast Track | Self-Paced | Set 1,180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
NAC_BASIC_PREV-L-I2,NAC_BASIC_PREV,INSTANT,Basic Preventive Nursing Revision | NMC Fast Track | Self-Paced | Set 2,180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
NAC_BASIC_PREV-L-I3,NAC_BASIC_PREV,INSTANT,Basic Preventive Nursing Revision | NMC Fast Track | Self-Paced | Set 3,180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
NAC_BASIC_PREV-L-I4,NAC_BASIC_PREV,INSTANT,Basic Preventive Nursing Revision | NMC Fast Track | Self-Paced | Set 4,180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
NAC_BASIC_PREV-L-I5,NAC_BASIC_PREV,INSTANT,Basic Preventive Nursing Revision | NMC Fast Track | Self-Paced | Set 5,180,,1,FALSE,hidden,2026-01-01T00:00:00Z,,
